"","Kod","Nazwa","Miasta...wieś","Płeć","Przyczyny.zgonów","Rok","Wartosc","Jednostka.miary","Atrybut","X"
"23013",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwory",2021,191.47,"-",NA,NA
"23014",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwory złośliwe",2019,193.6,"-",NA,NA
"23015",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwory złośliwe",2020,191.88,"-",NA,NA
"23016",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwory złośliwe",2021,174.28,"-",NA,NA
"23017",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy żołądka",2019,5.9,"-",NA,NA
"23018",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy żołądka",2020,7.46,"-",NA,NA
"23019",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy żołądka",2021,6.85,"-",NA,NA
"23020",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy trzustki",2019,9.4,"-",NA,NA
"23021",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy trzustki",2020,9,"-",NA,NA
"23022",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy trzustki",2021,9.31,"-",NA,NA
"23023",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2019,32.2,"-",NA,NA
"23024",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2020,27.6,"-",NA,NA
"23025",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy tchawicy, oskrzela i płuca",2021,27.51,"-",NA,NA
"23026",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy sutka",2019,30.2,"-",NA,NA
"23027",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy sutka",2020,26.89,"-",NA,NA
"23028",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy sutka",2021,24.65,"-",NA,NA
"23029",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2019,7.3,"-",NA,NA
"23030",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2020,6.03,"-",NA,NA
"23031",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy szyjki macicy",2021,5.73,"-",NA,NA
"23032",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2019,0,"-",NA,NA
"23033",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2020,0,"-",NA,NA
"23034",1400000,"MAZOWIECKIE","wieś","kobiety","nowotwór złośliwy gruczołu krokowego",2021,0,"-",NA,NA
"23035",1400000,"MAZOWIECKIE","wieś","kobiety","białaczka",2019,4.7,"-",NA,NA
"23036",1400000,"MAZOWIECKIE","wieś","kobiety","białaczka",2020,4.91,"-",NA,NA
"23037",1400000,"MAZOWIECKIE","wieś","kobiety","białaczka",2021,4.81,"-",NA,NA
"23038",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2019,23.3,"-",NA,NA
"23039",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2020,35.27,"-",NA,NA
"23040",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2021,30.58,"-",NA,NA
"23041",1400000,"MAZOWIECKIE","wieś","kobiety","cukrzyca",2019,21.1,"-",NA,NA
"23042",1400000,"MAZOWIECKIE","wieś","kobiety","cukrzyca",2020,33.94,"-",NA,NA
"23043",1400000,"MAZOWIECKIE","wieś","kobiety","cukrzyca",2021,29.35,"-",NA,NA
"23044",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2019,1.7,"-",NA,NA
"23045",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2020,2.45,"-",NA,NA
"23046",1400000,"MAZOWIECKIE","wieś","kobiety","zaburzenia psychiczne i zaburzenia zachowania",2021,12.58,"-",NA,NA
"23047",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2019,12.9,"-",NA,NA
"23048",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2020,18.61,"-",NA,NA
"23049",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu nerwowego i narządów zmysłów",2021,22.19,"-",NA,NA
"23050",1400000,"MAZOWIECKIE","wieś","kobiety","choroba Alzheimera",2019,4.5,"-",NA,NA
"23051",1400000,"MAZOWIECKIE","wieś","kobiety","choroba Alzheimera",2020,8.49,"-",NA,NA
"23052",1400000,"MAZOWIECKIE","wieś","kobiety","choroba Alzheimera",2021,10.43,"-",NA,NA
"23053",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu krążenia",2019,422.2,"-",NA,NA
"23054",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu krążenia",2020,432.43,"-",NA,NA
"23055",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu krążenia",2021,466.7,"-",NA,NA
"23056",1400000,"MAZOWIECKIE","wieś","kobiety","choroba nadciśnieniowa",2019,36,"-",NA,NA
"23057",1400000,"MAZOWIECKIE","wieś","kobiety","choroba nadciśnieniowa",2020,43.86,"-",NA,NA
"23058",1400000,"MAZOWIECKIE","wieś","kobiety","choroba nadciśnieniowa",2021,49.71,"-",NA,NA
"23059",1400000,"MAZOWIECKIE","wieś","kobiety","choroba niedokrwienna serca",2019,50.6,"-",NA,NA
"23060",1400000,"MAZOWIECKIE","wieś","kobiety","choroba niedokrwienna serca",2020,40.58,"-",NA,NA
"23061",1400000,"MAZOWIECKIE","wieś","kobiety","choroba niedokrwienna serca",2021,143.5,"-",NA,NA
"23062",1400000,"MAZOWIECKIE","wieś","kobiety","ostry zawał serca",2019,19.6,"-",NA,NA
"23063",1400000,"MAZOWIECKIE","wieś","kobiety","ostry zawał serca",2020,23.41,"-",NA,NA
"23064",1400000,"MAZOWIECKIE","wieś","kobiety","ostry zawał serca",2021,16.47,"-",NA,NA
"23065",1400000,"MAZOWIECKIE","wieś","kobiety","choroby naczyń mózgowych",2019,78,"-",NA,NA
"23066",1400000,"MAZOWIECKIE","wieś","kobiety","choroby naczyń mózgowych",2020,87.1,"-",NA,NA
"23067",1400000,"MAZOWIECKIE","wieś","kobiety","choroby naczyń mózgowych",2021,83.05,"-",NA,NA
"23068",1400000,"MAZOWIECKIE","wieś","kobiety","miażdżyca",2019,111.1,"-",NA,NA
"23069",1400000,"MAZOWIECKIE","wieś","kobiety","miażdżyca",2020,106.83,"-",NA,NA
"23070",1400000,"MAZOWIECKIE","wieś","kobiety","miażdżyca",2021,68.22,"-",NA,NA
"23071",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu oddechowego",2019,57.1,"-",NA,NA
"23072",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu oddechowego",2020,63.89,"-",NA,NA
"23073",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu oddechowego",2021,67.5,"-",NA,NA
"23074",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu trawiennego",2019,30.2,"-",NA,NA
"23075",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu trawiennego",2020,29.75,"-",NA,NA
"23076",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu trawiennego",2021,35.49,"-",NA,NA
"23077",1400000,"MAZOWIECKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2019,4,"-",NA,NA
"23078",1400000,"MAZOWIECKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2020,3.37,"-",NA,NA
"23079",1400000,"MAZOWIECKIE","wieś","kobiety","zwłóknienie i marskość wątroby",2021,2.86,"-",NA,NA
"23080",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu moczowo-płciowego",2019,7.7,"-",NA,NA
"23081",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu moczowo-płciowego",2020,7.67,"-",NA,NA
"23082",1400000,"MAZOWIECKIE","wieś","kobiety","choroby układu moczowo-płciowego",2021,18.82,"-",NA,NA
"23083",1400000,"MAZOWIECKIE","wieś","kobiety","ciąża, poród i połóg",2019,0,"-",NA,NA
"23084",1400000,"MAZOWIECKIE","wieś","kobiety","ciąża, poród i połóg",2020,0.1,"-",NA,NA
"23085",1400000,"MAZOWIECKIE","wieś","kobiety","ciąża, poród i połóg",2021,0.1,"-",NA,NA
"23086",1400000,"MAZOWIECKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2019,2.1,"-",NA,NA
"23087",1400000,"MAZOWIECKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2020,1.43,"-",NA,NA
"23088",1400000,"MAZOWIECKIE","wieś","kobiety","stany rozpoczynające się w okresie okołoporodowym",2021,1.02,"-",NA,NA
"23089",1400000,"MAZOWIECKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2019,2,"-",NA,NA
"23090",1400000,"MAZOWIECKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2020,2.15,"-",NA,NA
"23091",1400000,"MAZOWIECKIE","wieś","kobiety","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2021,1.64,"-",NA,NA
"23092",1400000,"MAZOWIECKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2019,183.7,"-",NA,NA
"23093",1400000,"MAZOWIECKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2020,230.12,"-",NA,NA
"23094",1400000,"MAZOWIECKIE","wieś","kobiety","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2021,152.7,"-",NA,NA
"23095",1400000,"MAZOWIECKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2019,25.6,"-",NA,NA
"23096",1400000,"MAZOWIECKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2020,25.66,"-",NA,NA
"23097",1400000,"MAZOWIECKIE","wieś","kobiety","zewnętrzne przyczyny zgonu",2021,34.57,"-",NA,NA
"23098",1400000,"MAZOWIECKIE","wieś","kobiety","wypadki komunikacyjne",2019,5.3,"-",NA,NA
"23099",1400000,"MAZOWIECKIE","wieś","kobiety","wypadki komunikacyjne",2020,4.4,"-",NA,NA
"23100",1400000,"MAZOWIECKIE","wieś","kobiety","wypadki komunikacyjne",2021,5.73,"-",NA,NA
"23101",1400000,"MAZOWIECKIE","wieś","kobiety","samobójstwa",2019,3,"-",NA,NA
"23102",1400000,"MAZOWIECKIE","wieś","kobiety","samobójstwa",2020,3.17,"-",NA,NA
"23103",1400000,"MAZOWIECKIE","wieś","kobiety","samobójstwa",2021,3.89,"-",NA,NA
"23104",1600000,"OPOLSKIE","ogółem","ogółem","ogółem",2019,1086.4,"-",NA,NA
"23105",1600000,"OPOLSKIE","ogółem","ogółem","ogółem",2020,1324.8,"-",NA,NA
"23106",1600000,"OPOLSKIE","ogółem","ogółem","ogółem",2021,1384.4,"-",NA,NA
"23107",1600000,"OPOLSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2019,4.8,"-",NA,NA
"23108",1600000,"OPOLSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2020,3.4,"-",NA,NA
"23109",1600000,"OPOLSKIE","ogółem","ogółem","choroby zakaźne i pasożytnicze",2021,5.1,"-",NA,NA
"23110",1600000,"OPOLSKIE","ogółem","ogółem","gruźlica",2019,1.2,"-",NA,NA
"23111",1600000,"OPOLSKIE","ogółem","ogółem","gruźlica",2020,1,"-",NA,NA
"23112",1600000,"OPOLSKIE","ogółem","ogółem","gruźlica",2021,1.4,"-",NA,NA
"23113",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory",2019,286.9,"-",NA,NA
"23114",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory",2020,288.7,"-",NA,NA
"23115",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory",2021,282.4,"-",NA,NA
"23116",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory złośliwe",2019,260.1,"-",NA,NA
"23117",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory złośliwe",2020,257.5,"-",NA,NA
"23118",1600000,"OPOLSKIE","ogółem","ogółem","nowotwory złośliwe",2021,254.5,"-",NA,NA
"23119",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2019,13.2,"-",NA,NA
"23120",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2020,11.4,"-",NA,NA
"23121",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy żołądka",2021,11.2,"-",NA,NA
"23122",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2019,11.5,"-",NA,NA
"23123",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2020,13.9,"-",NA,NA
"23124",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy trzustki",2021,11,"-",NA,NA
"23125",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2019,51.7,"-",NA,NA
"23126",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2020,50,"-",NA,NA
"23127",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy tchawicy, oskrzela i płuca",2021,50.7,"-",NA,NA
"23128",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2019,14.7,"-",NA,NA
"23129",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2020,15.1,"-",NA,NA
"23130",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy sutka",2021,19.5,"-",NA,NA
"23131",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2019,3.4,"-",NA,NA
"23132",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2020,5.2,"-",NA,NA
"23133",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy szyjki macicy",2021,4.6,"-",NA,NA
"23134",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2019,12.3,"-",NA,NA
"23135",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2020,13.6,"-",NA,NA
"23136",1600000,"OPOLSKIE","ogółem","ogółem","nowotwór złośliwy gruczołu krokowego",2021,14.7,"-",NA,NA
"23137",1600000,"OPOLSKIE","ogółem","ogółem","białaczka",2019,7.9,"-",NA,NA
"23138",1600000,"OPOLSKIE","ogółem","ogółem","białaczka",2020,7.3,"-",NA,NA
"23139",1600000,"OPOLSKIE","ogółem","ogółem","białaczka",2021,7.8,"-",NA,NA
"23140",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2019,35.6,"-",NA,NA
"23141",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2020,42.4,"-",NA,NA
"23142",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2021,32.7,"-",NA,NA
"23143",1600000,"OPOLSKIE","ogółem","ogółem","cukrzyca",2019,35.3,"-",NA,NA
"23144",1600000,"OPOLSKIE","ogółem","ogółem","cukrzyca",2020,41.9,"-",NA,NA
"23145",1600000,"OPOLSKIE","ogółem","ogółem","cukrzyca",2021,31.1,"-",NA,NA
"23146",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia psychiczne i zaburzenia zachowania",2019,0.2,"-",NA,NA
"23147",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia psychiczne i zaburzenia zachowania",2020,1.8,"-",NA,NA
"23148",1600000,"OPOLSKIE","ogółem","ogółem","zaburzenia psychiczne i zaburzenia zachowania",2021,26.5,"-",NA,NA
"23149",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu nerwowego i narządów zmysłów",2019,16.7,"-",NA,NA
"23150",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu nerwowego i narządów zmysłów",2020,22.4,"-",NA,NA
"23151",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu nerwowego i narządów zmysłów",2021,22.3,"-",NA,NA
"23152",1600000,"OPOLSKIE","ogółem","ogółem","choroba Alzheimera",2019,4.8,"-",NA,NA
"23153",1600000,"OPOLSKIE","ogółem","ogółem","choroba Alzheimera",2020,6.9,"-",NA,NA
"23154",1600000,"OPOLSKIE","ogółem","ogółem","choroba Alzheimera",2021,6.1,"-",NA,NA
"23155",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu krążenia",2019,485,"-",NA,NA
"23156",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu krążenia",2020,478.1,"-",NA,NA
"23157",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu krążenia",2021,508.1,"-",NA,NA
"23158",1600000,"OPOLSKIE","ogółem","ogółem","choroba nadciśnieniowa",2019,70,"-",NA,NA
"23159",1600000,"OPOLSKIE","ogółem","ogółem","choroba nadciśnieniowa",2020,66.6,"-",NA,NA
"23160",1600000,"OPOLSKIE","ogółem","ogółem","choroba nadciśnieniowa",2021,47.8,"-",NA,NA
"23161",1600000,"OPOLSKIE","ogółem","ogółem","choroba niedokrwienna serca",2019,241,"-",NA,NA
"23162",1600000,"OPOLSKIE","ogółem","ogółem","choroba niedokrwienna serca",2020,232.1,"-",NA,NA
"23163",1600000,"OPOLSKIE","ogółem","ogółem","choroba niedokrwienna serca",2021,249.5,"-",NA,NA
"23164",1600000,"OPOLSKIE","ogółem","ogółem","ostry zawał serca",2019,42,"-",NA,NA
"23165",1600000,"OPOLSKIE","ogółem","ogółem","ostry zawał serca",2020,44,"-",NA,NA
"23166",1600000,"OPOLSKIE","ogółem","ogółem","ostry zawał serca",2021,27,"-",NA,NA
"23167",1600000,"OPOLSKIE","ogółem","ogółem","choroby naczyń mózgowych",2019,95,"-",NA,NA
"23168",1600000,"OPOLSKIE","ogółem","ogółem","choroby naczyń mózgowych",2020,115.3,"-",NA,NA
"23169",1600000,"OPOLSKIE","ogółem","ogółem","choroby naczyń mózgowych",2021,88.2,"-",NA,NA
"23170",1600000,"OPOLSKIE","ogółem","ogółem","miażdżyca",2019,21.8,"-",NA,NA
"23171",1600000,"OPOLSKIE","ogółem","ogółem","miażdżyca",2020,5.2,"-",NA,NA
"23172",1600000,"OPOLSKIE","ogółem","ogółem","miażdżyca",2021,11.2,"-",NA,NA
"23173",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu oddechowego",2019,64.6,"-",NA,NA
"23174",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu oddechowego",2020,69.7,"-",NA,NA
"23175",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu oddechowego",2021,66.9,"-",NA,NA
"23176",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu trawiennego",2019,57.9,"-",NA,NA
"23177",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu trawiennego",2020,67.9,"-",NA,NA
"23178",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu trawiennego",2021,57,"-",NA,NA
"23179",1600000,"OPOLSKIE","ogółem","ogółem","zwłóknienie i marskość wątroby",2019,3,"-",NA,NA
"23180",1600000,"OPOLSKIE","ogółem","ogółem","zwłóknienie i marskość wątroby",2020,4.4,"-",NA,NA
"23181",1600000,"OPOLSKIE","ogółem","ogółem","zwłóknienie i marskość wątroby",2021,6.4,"-",NA,NA
"23182",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu moczowo-płciowego",2019,11.8,"-",NA,NA
"23183",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu moczowo-płciowego",2020,9.5,"-",NA,NA
"23184",1600000,"OPOLSKIE","ogółem","ogółem","choroby układu moczowo-płciowego",2021,13.2,"-",NA,NA
"23185",1600000,"OPOLSKIE","ogółem","ogółem","ciąża, poród i połóg",2019,0,"-",NA,NA
"23186",1600000,"OPOLSKIE","ogółem","ogółem","ciąża, poród i połóg",2020,0,"-",NA,NA
"23187",1600000,"OPOLSKIE","ogółem","ogółem","ciąża, poród i połóg",2021,0,"-",NA,NA
"23188",1600000,"OPOLSKIE","ogółem","ogółem","stany rozpoczynające się w okresie okołoporodowym",2019,1.7,"-",NA,NA
"23189",1600000,"OPOLSKIE","ogółem","ogółem","stany rozpoczynające się w okresie okołoporodowym",2020,1.7,"-",NA,NA
"23190",1600000,"OPOLSKIE","ogółem","ogółem","stany rozpoczynające się w okresie okołoporodowym",2021,1.8,"-",NA,NA
"23191",1600000,"OPOLSKIE","ogółem","ogółem","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2019,1.9,"-",NA,NA
"23192",1600000,"OPOLSKIE","ogółem","ogółem","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2020,1.6,"-",NA,NA
"23193",1600000,"OPOLSKIE","ogółem","ogółem","wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe",2021,2.4,"-",NA,NA
"23194",1600000,"OPOLSKIE","ogółem","ogółem","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2019,61,"-",NA,NA
"23195",1600000,"OPOLSKIE","ogółem","ogółem","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2020,131.3,"-",NA,NA
"23196",1600000,"OPOLSKIE","ogółem","ogółem","objawy, cechy chorobowe i nieprawidłowe wyniki badań klinicznych i laboratoryjnych",2021,60.5,"-",NA,NA
"23197",1600000,"OPOLSKIE","ogółem","ogółem","zewnętrzne przyczyny zgonu",2019,55.4,"-",NA,NA
"23198",1600000,"OPOLSKIE","ogółem","ogółem","zewnętrzne przyczyny zgonu",2020,53,"-",NA,NA
"23199",1600000,"OPOLSKIE","ogółem","ogółem","zewnętrzne przyczyny zgonu",2021,60.8,"-",NA,NA
"23200",1600000,"OPOLSKIE","ogółem","ogółem","wypadki komunikacyjne",2019,9.1,"-",NA,NA
"23201",1600000,"OPOLSKIE","ogółem","ogółem","wypadki komunikacyjne",2020,7.7,"-",NA,NA
"23202",1600000,"OPOLSKIE","ogółem","ogółem","wypadki komunikacyjne",2021,9.1,"-",NA,NA
"23203",1600000,"OPOLSKIE","ogółem","ogółem","samobójstwa",2019,12.2,"-",NA,NA
"23204",1600000,"OPOLSKIE","ogółem","ogółem","samobójstwa",2020,9.8,"-",NA,NA
"23205",1600000,"OPOLSKIE","ogółem","ogółem","samobójstwa",2021,10.7,"-",NA,NA
"23206",1600000,"OPOLSKIE","ogółem","mężczyźni","ogółem",2019,1157.7,"-",NA,NA
"23207",1600000,"OPOLSKIE","ogółem","mężczyźni","ogółem",2020,1442.4,"-",NA,NA
"23208",1600000,"OPOLSKIE","ogółem","mężczyźni","ogółem",2021,1476.3,"-",NA,NA
"23209",1600000,"OPOLSKIE","ogółem","mężczyźni","choroby zakaźne i pasożytnicze",2019,4.6,"-",NA,NA
"23210",1600000,"OPOLSKIE","ogółem","mężczyźni","choroby zakaźne i pasożytnicze",2020,4.09,"-",NA,NA
"23211",1600000,"OPOLSKIE","ogółem","mężczyźni","choroby zakaźne i pasożytnicze",2021,5.86,"-",NA,NA
"23212",1600000,"OPOLSKIE","ogółem","mężczyźni","gruźlica",2019,2.1,"-",NA,NA
"23213",1600000,"OPOLSKIE","ogółem","mężczyźni","gruźlica",2020,1.72,"-",NA,NA
"23214",1600000,"OPOLSKIE","ogółem","mężczyźni","gruźlica",2021,2.17,"-",NA,NA
"23215",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory",2019,314.9,"-",NA,NA
"23216",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory",2020,336.05,"-",NA,NA
"23217",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory",2021,309.16,"-",NA,NA
"23218",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory złośliwe",2019,286.5,"-",NA,NA
"23219",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory złośliwe",2020,302.47,"-",NA,NA
"23220",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwory złośliwe",2021,278.77,"-",NA,NA
"23221",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy żołądka",2019,16.8,"-",NA,NA
"23222",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy żołądka",2020,15.28,"-",NA,NA
"23223",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy żołądka",2021,14.55,"-",NA,NA
"23224",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy trzustki",2019,10.5,"-",NA,NA
"23225",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy trzustki",2020,13.78,"-",NA,NA
"23226",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy trzustki",2021,9.77,"-",NA,NA
"23227",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy tchawicy, oskrzela i płuca",2019,68.5,"-",NA,NA
"23228",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy tchawicy, oskrzela i płuca",2020,68.89,"-",NA,NA
"23229",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy tchawicy, oskrzela i płuca",2021,66.22,"-",NA,NA
"23230",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy sutka",2019,0.4,"-",NA,NA
"23231",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy sutka",2020,0.22,"-",NA,NA
"23232",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy sutka",2021,0.43,"-",NA,NA
"23233",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy szyjki macicy",2019,0,"-",NA,NA
"23234",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy szyjki macicy",2020,0,"-",NA,NA
"23235",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy szyjki macicy",2021,0,"-",NA,NA
"23236",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy gruczołu krokowego",2019,25.4,"-",NA,NA
"23237",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy gruczołu krokowego",2020,28.2,"-",NA,NA
"23238",1600000,"OPOLSKIE","ogółem","mężczyźni","nowotwór złośliwy gruczołu krokowego",2021,30.39,"-",NA,NA
"23239",1600000,"OPOLSKIE","ogółem","mężczyźni","białaczka",2019,8.2,"-",NA,NA
"23240",1600000,"OPOLSKIE","ogółem","mężczyźni","białaczka",2020,9.04,"-",NA,NA
"23241",1600000,"OPOLSKIE","ogółem","mężczyźni","białaczka",2021,8.9,"-",NA,NA
"23242",1600000,"OPOLSKIE","ogółem","mężczyźni","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2019,32.6,"-",NA,NA
"23243",1600000,"OPOLSKIE","ogółem","mężczyźni","zaburzenia wydzielania wewnętrznego, stanu odżywiania i przemiany metabolicznej",2020,37.46,"-",NA,NA
